Image_No,Item_description_english,Item_description_german,"food_num","processing_num","taste_num","category_num",protein_100g,fat_100g,carbs_100g,kcal_100g,no_items_image,gramms_total,protein_total,fat_total,carbs_total,Kcal_total,red,green,blue,object size,intensity,sd,complexity,norm. Complexity,medianpower,Recognizability,Familiarity,Valence,Arousal,Complexity,Palatability,Craving,Recognizability_Omnivor_Male,Recognizability_Omnivor_Female,Recognizability_Vegetarian_Male,Recognizability_Vegetarian_Female,Familiarity_Omnivor_Male,Familiarity_Omnivor_Female,Familiarity_Vegetarian_Male,Familiarity_Vegetarian_Female,Valence_Omnivor_Male,Valence_Omnivor_Female,Valence_Vegetarian_Male,Valence_Vegetarian_Female,Arousal_Omnivor_Male,Arousal_Omnivor_Female,Arousal_Vegetarian_Male,Arousal_Vegetarian_Female,Complexity_Omnivor_Male,Complexity_Omnivor_Female,Complexity_Vegetarian_Male,Complexity_Vegetarian_Female,Palatability_Omnivor_Male,Palatability_Omnivor_Female,Palatability_Vegetarian_Male,Palatability_Vegetarian_Female,Craving_Omnivor_Male,Craving_Omnivor_Female,Craving_Vegetarian_Male,Craving_Vegetarian_Female,,,
496,sausage,Wurst,1,2,2,5,14,25,2,289,1,250,35,62.5,5,722.5,0.511595177,0.279167993,0.209236829,0.228022222,25.91261852,32.4159584,0.02762963,0.121170776,15.65167427,96.3,97.4,37.2,24.6,31.3,39.4,21.7,100.0,92.0,100.0,99.2,100.0,94.6,100.0,99.2,52.3,42.1,31.8,13.5,30.6,31.0,7.3,12.3,35.0,33.2,28.5,24.8,55.7,48.5,24.0,9.7,30.8,26.3,24.3,1.9,,,
497,meat pie ,Fleischpastete ,1,2,2,5,20.8,21.8,0.9,281,1,60,12.48,13.08,0.54,168.6,0.449323188,0.320813124,0.229863688,0.397055556,37.63212963,34.00943756,0.035851852,0.090294296,16.18221283,59.6,59.8,18.5,14.6,36.7,14.6,7.2,55.8,56.0,66.7,67.5,55.8,53.1,66.7,73.2,23.4,21.0,12.7,10.8,21.8,15.1,1.0,10.4,33.2,42.8,13.0,38.6,20.3,18.4,9.7,3.7,7.8,9.0,13.7,1.4,,,
498,meat pie,Fleischpastete,1,2,2,5,17.9,25.1,1.1,299,1,60,10.74,15.06,0.66,179.4,0.481167477,0.312819933,0.20601259,0.394051852,37.90448519,37.56886292,0.043240741,0.109733632,15.92350006,79.1,80.5,28.1,16.8,23.7,23.4,8.2,80.0,69.1,100.0,98.6,77.0,74.5,100.0,97.1,36.7,31.1,12.5,9.6,19.1,14.4,19.3,18.5,15.9,25.0,23.3,34.0,37.3,23.4,12.5,2.5,12.1,8.8,1.5,1.7,,,
499,pieces of chocolate,Schokoladenstücke,1,2,1,3,7,38,47,559,3,18,1.26,6.84,8.46,100.62,0.448174504,0.329874342,0.221951154,0.226807407,35.45852963,66.06637573,0.057777778,0.254743787,16.58917999,93.0,99.8,45.8,30.6,31.8,52.9,28.3,97.0,94.3,100.0,83.3,97.8,100.0,100.0,101.4,43.5,42.0,43.5,56.9,32.3,26.7,44.0,30.6,27.5,30.7,31.8,38.3,54.6,48.0,60.3,57.8,29.4,25.2,59.5,19.6,,,
500,chocolate bar ,Schokoladenriegel ,1,2,1,3,6.9,34.5,51.2,561,1,15,1.035,5.175,7.68,84.15,0.573344297,0.292793464,0.133862239,0.239207407,40.94774444,43.24829102,0.039666667,0.165825411,15.83044147,83.1,80.0,44.3,23.0,30.7,49.4,29.1,84.3,91.3,100.0,68.5,90.5,80.5,100.0,64.0,52.0,50.4,20.5,31.0,32.3,22.4,1.5,16.2,31.3,30.0,24.5,32.0,59.7,57.1,4.0,34.5,36.8,35.3,1.0,16.3,,,
501,"chocolate bar , bite","Schokoladenriegel, angebissen",1,2,1,3,4.7,28,54,487,1,32,1.504,8.96,17.28,155.84,0.538694521,0.314071419,0.147234061,0.32462963,47.42622222,40.62852478,0.057,0.175584712,16.60712242,81.7,84.1,44.0,29.0,36.0,54.2,30.8,93.8,71.7,93.3,78.3,87.6,78.1,93.3,86.7,48.9,40.6,36.7,47.8,29.3,27.4,35.7,28.2,33.6,40.6,31.5,32.3,63.5,50.2,55.1,48.3,31.3,31.7,37.4,24.6,,,
502,"mixed vegetables, cooked",Gemüsemix,1,2,2,2,7.3,0.2,8,44.3,17,35,2.555,0.07,2.8,15.505,0.429253051,0.372251297,0.198495652,0.453037037,38.53453704,53.14393997,0.084462963,0.186437214,15.35699844,100.0,100.0,56.3,29.5,41.8,56.1,33.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,52.4,55.9,80.0,58.2,27.9,34.9,20.5,25.4,39.0,47.7,38.5,37.4,53.5,59.3,50.8,56.4,35.2,31.5,24.5,34.8,,,
503,shortbreads,Butterkekse,1,2,1,,5.7,30.7,57.3,528,6,60,3.42,18.42,34.38,316.8,0.488767939,0.368302637,0.142929424,0.391185185,32.40617778,33.54768372,0.125777778,0.321530013,15.69672489,91.1,84.3,45.8,25.3,25.7,51.8,26.3,77.1,96.5,100.0,92.2,85.4,83.9,75.0,86.1,49.2,43.2,64.3,42.9,30.2,21.6,45.0,23.0,17.9,27.7,33.0,27.9,58.7,46.5,72.5,50.6,39.1,19.1,41.5,24.2,,,
504,shortbread,Butterkeks,1,2,1,,5.7,30.7,57.3,528,1,10,0.57,3.07,5.73,52.8,0.51261272,0.365345472,0.122041808,0.382874074,37.02481481,31.18268394,0.07562963,0.197531342,15.84705257,96.5,90.4,43.5,26.1,21.8,50.4,27.2,95.8,94.7,100.0,98.7,80.9,89.3,100.0,98.9,42.6,45.7,33.0,45.6,23.3,26.1,32.2,26.6,21.9,24.3,11.2,22.2,40.3,51.0,61.2,56.1,19.2,25.2,41.4,33.2,,,
505,cookies ,Orangenkekse mit Schokolade ,1,2,1,3,3,10,69,384,3,39,1.17,3.9,26.91,149.76,0.507766575,0.338060801,0.154172625,0.361559259,42.95863333,54.69963074,0.060833333,0.168252733,16.97409439,88.3,88.0,43.5,26.1,28.9,46.9,24.6,76.3,87.0,100.0,98.1,83.0,87.0,100.0,90.9,38.4,47.0,50.0,40.5,25.4,27.6,37.8,21.1,29.6,26.5,37.3,30.0,44.9,52.2,45.8,40.0,25.3,25.6,34.0,19.5,,,
506,cookie ,Orangenkeks mit Schokolade ,1,2,1,3,3,10,69,384,1,13,0.39,1.3,8.97,49.92,0.444906887,0.324280785,0.230812327,0.461307407,83.5665,32.75862503,0.066962963,0.145159089,16.13200569,79.1,81.1,41.3,25.1,26.3,45.6,24.5,72.9,78.4,83.3,86.4,74.9,78.1,100.0,88.3,37.8,45.2,27.5,40.6,18.5,32.8,9.7,19.1,27.7,29.2,15.3,21.7,46.3,50.0,35.0,38.0,21.6,27.7,28.2,18.4,,,
507,waffle ,Waffel,1,2,1,,4.7,23.2,42.9,400,1,115,5.405,26.68,49.335,460,0.542014301,0.366255087,0.091730612,0.455966667,47.67240741,30.7713871,0.079259259,0.173826872,15.66740513,97.6,99.1,51.5,34.6,25.3,59.6,37.1,96.9,96.7,100.0,100.0,100.0,97.7,100.0,100.0,53.5,49.7,56.5,49.8,33.4,35.7,43.8,31.0,21.9,25.7,33.8,27.8,65.0,55.3,62.5,56.9,41.1,42.2,3.2,30.8,,,
508,head of green lettuce,grüner Salatkopf,1,1,2,2,1.25,0.22,1.06,12,1,500,6.25,1.1,5.3,60,0.271386414,0.491105422,0.237508165,0.406659259,59.75351481,51.54887009,0.122240741,0.300597461,16.56929398,93.3,94.3,60.8,28.0,24.7,58.6,30.1,92.3,91.3,100.0,97.2,91.2,93.7,100.0,98.6,49.4,64.9,55.0,69.8,23.7,29.4,25.8,31.7,22.0,26.4,40.8,21.5,42.4,64.4,58.8,69.7,19.5,32.1,28.5,41.4,,,
509,mixed vegetables,Gemüsemix,1,2,,2,2.7,0.3,6,39,12,20,0.54,0.06,1.2,7.8,0.391305666,0.395996244,0.21269809,0.309648148,25.85097037,49.07800293,0.066833333,0.215836373,14.81835079,97.5,97.8,54.0,26.7,39.9,49.5,24.6,100.0,100.0,83.3,98.1,100.0,100.0,83.3,100.0,54.9,55.5,46.6,54.3,25.8,23.4,35.0,29.5,42.4,36.9,45.7,37.8,46.9,51.3,46.5,52.4,31.9,17.8,25.4,26.2,,,
510,"chocolate bar, broken"," Schokoladenriegel, angebrochen",1,2,1,3,3.8,16.6,70.1,448,1,51,1.938,8.466,35.751,228.48,0.460789023,0.328113881,0.211097096,0.279625926,45.5617037,54.14558029,0.042055556,0.150399343,15.64580536,97.7,98.8,43.1,33.9,33.4,56.4,36.6,99.4,98.0,83.3,100.0,100.0,99.8,83.3,100.7,43.2,48.1,38.8,33.7,39.5,33.2,39.7,25.4,34.8,30.5,42.7,34.4,59.3,62.4,44.3,44.2,45.0,37.3,42.8,21.4,,,
511,marzipan chocolate,Marzipanpraline,1,2,2,3,4.5,34,53.5,535,1,17,0.765,5.78,9.095,90.95,0.418101413,0.336366362,0.245532225,0.300081481,35.50261852,80.24110413,0.071,0.236602404,16.63852882,67.2,53.8,44.1,30.0,38.7,44.2,29.5,83.9,57.8,0.0,60.9,62.1,55.9,0.0,32.4,40.3,45.2,56.0,49.5,31.7,28.8,37.0,26.9,33.0,44.1,57.0,35.3,47.1,44.5,0.0,43.3,41.0,23.3,2.0,20.4,,,
512,crispbread with cooked ham ,Knäckebrot mit Kochschinken,1,2,2,5,16.13,2.58,24.52,191,1,31,5.0003,0.7998,7.6012,59.21,0.435397155,0.34257212,0.222030725,0.315514815,31.97398519,47.99409103,0.070185185,0.22244656,16.67818069,85.0,84.7,37.8,18.4,34.2,33.0,18.6,82.1,87.5,83.3,85.7,80.7,87.8,83.3,85.7,46.2,40.5,27.8,22.8,26.1,18.1,9.2,11.7,34.6,39.1,28.0,26.0,41.1,37.1,26.5,11.7,23.2,18.2,24.5,5.3,,,
513,olives,Oliven,1,1,2,,1.8,24.25,3.95,237.5,2,20,0.36,4.85,0.79,47.5,0.357445895,0.388725125,0.25382898,0.319177778,57.76922963,46.65385437,0.041518519,0.130079603,15.49413681,98.2,99.9,54.5,27.3,23.4,50.2,29.3,99.0,96.8,100.0,100.0,100.0,99.8,100.0,100.0,54.0,55.2,87.5,46.1,28.7,29.3,4.5,26.1,27.4,22.2,12.5,23.1,54.3,49.5,88.0,37.8,32.5,33.0,30.0,16.8,,,
514,camembert ,Camembert ,1,2,2,,21,22.3,0.1,284,1,180,37.8,40.14,0.18,511.2,0.347628733,0.342133137,0.31023813,0.458888889,22.6166963,30.39770126,0.050740741,0.110573043,14.76091003,97.6,97.6,51.6,33.8,27.1,56.7,28.8,96.7,96.1,100.0,100.0,93.3,98.3,100.0,100.0,47.1,51.5,59.8,54.2,28.1,36.7,45.5,33.0,30.0,30.3,30.3,20.3,52.9,58.4,66.8,56.1,31.4,26.2,40.5,28.0,,,
515,emmentaler cheese,Emmentaler,1,2,2,,28.7,30,0,383,1,200,57.4,60,0,766,0.407261849,0.376534003,0.216204148,0.333466667,15.48145556,18.57795334,0.037,0.110955618,13.6314106,99.4,97.7,52.0,28.2,26.2,56.9,27.7,97.7,100.0,100.0,100.0,90.9,100.0,100.0,100.0,52.2,52.7,59.5,49.6,32.0,30.5,30.3,21.1,26.1,23.7,33.2,28.9,55.4,57.5,54.8,57.8,30.6,30.0,31.3,21.1,,,
516,Edam cheese,Edamer,1,2,2,,23,30,0,346,1    ,180,41.4,54,0,622.8,0.483195044,0.323904484,0.192900472,0.329451852,26.52891852,33.34452057,0.028555556,0.08667596,14.81156063,85.7,97.6,51.8,27.8,26.0,58.5,33.2,77.8,86.2,100.0,86.3,92.9,98.9,100.0,99.0,43.3,51.7,66.1,54.5,28.0,24.2,43.4,27.8,32.3,21.6,28.5,27.6,48.4,61.1,62.6,61.9,39.3,31.8,51.1,20.4,,,
517,cheese,Käse ,1,2,2,,27,32,0,392,1    ,150,40.5,48,0,588,0.434120448,0.366798763,0.199080789,0.303344444,18.01495185,31.72920227,0.038611111,0.127284715,14.26400185,95.3,96.2,57.1,35.1,21.8,62.1,37.3,92.4,94.0,100.0,100.0,95.2,94.3,100.0,100.0,58.8,55.6,82.3,49.7,38.7,33.2,42.8,32.0,15.9,22.6,24.8,26.4,64.5,59.4,80.8,58.1,41.3,34.2,72.7,26.8,,,
518,glass of beer,Glas Bier,1,2,,7,0.5,0,4,46,1,250,1.25,0,10,115,0.482037474,0.310404364,0.207558162,0.151537037,17.65477407,49.56725693,0.039555556,0.261028962,15.98488617,91.5,93.4,47.4,28.0,28.2,45.1,27.8,91.3,89.2,100.0,92.2,93.3,93.9,80.0,100.0,49.0,45.8,45.6,50.8,37.3,22.4,30.2,31.6,25.3,32.8,10.4,30.1,55.3,37.9,43.8,53.7,38.5,17.1,43.4,34.5,,,
519,camembert ,Camembert ,1,2,2,,21,22.3,0.1,284,1,50,10.5,11.15,0.05,142,0.361137099,0.355822974,0.283039926,0.345874074,20.19101852,40.21284485,0.030685185,0.088717795,14.80642509,96.5,99.0,56.7,38.8,24.7,60.6,35.6,100.0,92.7,100.0,100.0,99.2,98.3,100.0,100.0,59.9,49.3,82.2,63.4,37.3,37.4,63.8,38.0,24.3,27.9,10.2,21.2,58.2,57.5,82.5,65.5,42.1,34.4,18.3,34.1,,,
520,green chili,grüne Peperoni,1,1,2,2,1,0.3,7.9,47,3,25,0.25,0.075,1.975,11.75,0.418762395,0.419593256,0.161644349,0.303244444,17.43707778,28.8014679,0.059259259,0.195417461,14.86662769,99.6,98.7,48.3,27.6,23.4,43.2,19.1,98.5,100.0,100.0,100.0,98.5,99.8,100.0,97.0,38.4,48.4,49.0,57.9,14.1,29.4,18.0,39.1,15.9,21.4,11.0,35.2,29.9,47.8,27.0,50.8,11.4,19.8,1.0,27.5,,,
521,rigatoni with vegetable,Rigatoni mit Gemüse,1,2,,2,7.05,1.3,33.2,173,80,600,42.3,7.8,199.2,1038,0.39512922,0.4084962,0.19637458,0.476881481,48.20728889,61.99811172,0.110685185,0.232102083,16.50333214,96.9,97.0,55.4,36.1,45.4,56.6,31.2,92.9,97.5,100.0,100.0,92.9,97.7,100.0,100.0,52.8,53.3,73.9,55.3,38.8,31.4,34.5,40.4,43.2,43.6,49.5,49.4,53.2,54.8,75.4,56.7,39.7,24.9,14.1,36.4,,,
522,vegetables,Gemüse,1,1,2,2,1.4,0.15,2.25,16.6,3,320,4.48,0.48,7.2,53.12,0.413085976,0.407766314,0.17914771,0.369344444,47.74961852,48.81193924,0.08062963,0.218304704,16.40629768,100.0,99.4,56.5,30.3,33.9,57.0,30.1,100.0,100.0,100.0,100.0,99.0,99.3,100.0,100.0,54.4,50.0,57.0,70.7,35.2,25.6,25.8,34.4,28.8,30.3,36.0,46.2,56.5,52.4,52.8,67.6,41.3,27.2,14.5,27.0,,,
523,chocolate  biscuit,Schokoladenbisquit,1,2,1,3,5,15,40,294,1,160,8,24,64,470.4,0.47798845,0.311025298,0.210986252,0.277185185,35.0923,60.83053207,0.064333333,0.232095136,17.02795219,70.9,73.3,39.5,30.7,40.7,48.5,26.7,64.2,65.2,75.0,87.9,75.0,63.5,75.0,90.9,31.6,41.0,58.3,40.3,32.1,31.6,51.3,23.8,49.6,38.1,72.0,32.3,53.5,49.9,61.0,39.0,32.6,25.3,40.0,21.8,,,
524,vanilla icecream cone,Vanilleeiscremewaffel,1,2,1,,2.7,8.6,23.5,182,1,163,4.401,14.018,38.305,296.66,0.403308168,0.346707549,0.249984282,0.141040741,10.10197037,38.12501907,0.040148148,0.28465639,13.97523403,98.3,99.4,55.6,36.1,26.9,57.2,39.6,100.0,96.1,100.0,99.3,98.2,99.7,100.0,100.0,68.4,54.8,59.5,41.9,50.7,31.3,33.5,27.8,25.4,29.1,44.0,21.8,68.5,56.9,56.0,45.6,53.7,36.2,29.0,31.5,,,
525,walnut,Walnuss,1,1,3,6,14.4,62.5,10.6,654,1.5,7.5,1.08,4.6875,0.795,49.05,0.544568596,0.329105687,0.126325717,0.446777778,50.34174074,47.19445419,0.081314815,0.182002819,16.51410866,99.8,100.0,60.7,32.7,36.6,61.3,37.5,100.0,99.6,100.0,100.0,100.0,100.0,100.0,100.0,51.3,62.2,81.0,67.1,32.5,32.5,21.5,36.4,42.3,32.4,24.8,40.5,45.9,67.4,46.8,75.5,34.1,40.9,11.0,41.5,,,
526,plate of salad ,Salatteller ,1,1,3,2,1.58,2.29,4.93,47.3,1,230,3.634,5.267,11.339,108.79,0.418370128,0.381253568,0.200376304,0.484977778,50.26365556,65.0577774,0.161685185,0.333386791,16.54330826,94.7,99.7,65.2,41.7,56.6,69.2,49.8,93.1,93.3,100.0,97.8,100.0,99.3,100.0,100.0,58.3,65.9,73.5,70.4,41.2,35.5,47.3,52.1,56.3,56.5,49.2,59.8,61.1,70.9,70.3,76.6,47.1,46.0,61.5,56.8,,,
527,tuna sandwiches,Thunfischsandwichs,1,2,2,4,10,11,22,231,2,180,18,19.8,39.6,415.8,0.381980702,0.332934303,0.285084995,0.445418519,21.8842037,57.36970901,0.082351852,0.184886457,15.96114063,88.9,97.5,50.5,35.2,43.7,54.2,39.3,100.0,80.4,75.0,97.2,100.0,93.9,100.0,100.0,65.6,49.7,55.5,26.8,50.5,34.8,19.8,21.0,40.1,46.1,42.0,44.9,70.3,54.2,51.1,31.3,55.5,37.7,41.0,17.3,,,
528,peaches,Pfirsiche,1,1,,1,0.7,0.1,9.4,41,2.5,312.5,2.1875,0.3125,29.375,128.125,0.513626767,0.289342354,0.19703088,0.473214815,50.39496296,56.3427887,0.067259259,0.142132615,16.2083149,98.7,98.7,69.8,44.0,31.7,73.8,46.2,100.0,100.2,83.3,100.0,100.0,100.2,83.3,100.0,64.3,72.9,71.8,68.4,49.6,38.6,62.2,42.7,30.1,26.7,50.7,36.3,69.0,76.6,75.0,72.3,59.6,40.5,50.2,42.9,,,
529,mixed vegetables,Gemüsemix,1,2,,2,4,0.4,5.5,43,1,300,12,1.2,16.5,129,0.45949021,0.420531192,0.119978599,0.438555556,57.09948889,52.74624252,0.121148148,0.276243561,15.95961571,100.0,100.0,61.4,25.5,47.6,57.0,29.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,61.9,59.8,46.0,65.4,23.1,26.1,10.0,28.4,47.0,47.8,15.0,51.0,52.1,57.4,41.0,62.6,26.5,26.9,16.0,38.8,,,
530,"strawberry,  half","Erdbeere, halbiert",1,1,1,1,0.8,0.4,5.5,32,1,40,0.32,0.16,2.2,12.8,0.566852425,0.27869956,0.154448015,0.348207407,49.62938519,50.8295517,0.071518519,0.205390572,17.23139381,100.0,100.3,65.0,49.1,32.3,72.4,58.5,100.0,100.0,100.0,100.0,100.0,100.7,100.0,100.0,65.0,68.1,46.5,67.0,54.1,51.0,27.8,46.6,28.8,33.9,27.3,37.2,71.5,76.4,49.6,76.6,62.5,60.4,29.0,61.1,,,
531,rasberries,Himbeeren,1,1,1,1,1.3,0.3,4.8,34,19,95,1.235,0.285,4.56,32.3,0.698449439,0.123079033,0.178471528,0.372792593,57.06255926,52.91932678,0.080555556,0.216086792,17.41393852,100.1,99.5,68.8,43.0,26.8,76.9,57.7,100.0,100.2,100.0,100.0,97.7,100.2,100.0,100.0,65.7,70.3,77.5,67.4,45.1,50.6,1.0,32.7,18.4,33.2,30.5,22.4,70.4,75.9,90.0,84.8,51.0,57.7,32.0,73.1,,,
532,water bottle,Wasserflasche,1,1,,7,0,0,0,0,1,10000,0,0,0,0,0.291420309,0.33476591,0.37381378,0.207074074,12.37417778,41.60044098,0.045259259,0.218565552,15.08248425,92.7,94.8,67.0,32.4,19.2,60.4,55.3,100.0,92.9,100.0,84.2,97.5,97.3,100.0,86.4,67.4,65.8,72.0,67.9,27.9,34.9,56.0,26.4,9.6,21.6,25.0,21.9,69.0,52.9,100.0,58.3,67.7,51.9,60.0,49.6,,,
533,cookie,Keks Schweineohr,1,2,1,,5,32,37,459,1,20,1,6.4,7.4,91.8,0.458932913,0.370312257,0.17075483,0.493351852,30.93555926,25.6708622,0.044703704,0.090612214,16.09375572,88.5,86.5,48.3,28.6,36.7,50.6,28.4,83.3,90.1,100.0,88.4,80.0,90.1,100.0,82.8,47.4,48.5,62.5,45.0,25.9,28.3,55.0,26.0,32.5,36.5,54.5,38.0,47.7,53.9,60.0,43.8,24.0,31.0,44.5,23.7,,,
534,pieces of fruit,Fruchtstücke,1,1,1,1,0.8,0.42,12.6,59.7,19,130,1.04,0.546,16.38,77.61,0.442289984,0.400327198,0.157382818,0.293022222,21.43144815,42.18160248,0.065685185,0.224164518,15.7765274,100.0,99.6,68.0,38.8,37.7,73.3,48.0,100.0,100.0,100.0,100.0,98.5,100.2,100.0,100.0,65.5,66.0,73.3,75.8,45.0,31.0,42.5,46.3,36.0,35.0,47.5,44.4,69.7,73.2,82.0,77.4,52.9,46.6,40.5,44.9,,,
535,sausages,Würstchen,1,2,2,5,13.5,16,0.5,200,2,100,13.5,16,0.5,200,0.524820539,0.296446982,0.178732478,0.290866667,31.28623704,30.7494545,0.048851852,0.167952734,14.86772919,98.4,98.1,35.8,29.3,21.1,42.8,21.7,100.0,99.1,100.0,91.7,100.0,98.5,100.0,91.7,37.6,44.1,3.8,12.2,36.6,30.5,2.2,18.5,14.7,24.7,22.0,21.2,53.4,48.7,9.2,9.4,27.3,25.3,1.7,3.0,,,
536,cooked ham cut,Kochschinken Aufschnitt,1,2,2,5,20,3,1,111,9,170,34,5.1,1.7,188.7,0.46899261,0.30384856,0.22715883,0.298992593,22.51753333,26.38924789,0.056185185,0.187914974,14.78513145,91.3,93.7,34.4,19.4,23.8,36.0,16.1,77.9,97.6,80.0,98.6,95.4,98.2,80.0,90.0,46.5,44.6,25.8,7.3,20.9,20.9,13.6,18.0,29.7,22.0,27.7,19.5,49.5,45.5,24.1,10.2,26.6,19.6,11.5,1.4,,,
537,"beefsteak, raw ","Rindersteak, roh ",1,2,2,5,20,3,1,111,1,200,40,6,2,222,0.503197426,0.309058332,0.187744242,0.419088889,50.9044037,38.47799301,0.080518519,0.192127543,16.7232132,93.6,93.8,38.8,26.5,29.4,45.4,21.3,97.2,95.1,100.0,81.7,98.1,95.0,100.0,81.7,57.0,40.7,29.0,8.9,41.1,27.2,1.0,11.0,28.3,33.6,14.0,23.6,59.2,54.0,27.0,4.8,44.0,18.9,1.0,1.5,,,
538,liver sausage,"Leberwurst,grob",1,2,2,5,14,25,2,289,1,250,35,62.5,5,722.5,0.601219439,0.273505835,0.125274726,0.344981481,46.40759259,35.15700531,0.032685185,0.094744753,15.87825871,95.0,96.0,31.0,15.7,25.4,33.4,13.7,97.0,90.7,100.0,100.0,97.0,93.0,100.0,100.0,42.9,35.3,31.4,10.5,27.1,14.4,11.0,8.1,24.0,28.8,10.6,23.8,49.7,37.3,36.6,8.5,23.6,16.2,3.3,1.8,,,
539,almonds,Mandeln,1,1,3,6,21.7,50,9.4,598,26,80,17.36,40,7.52,478.4,0.539293423,0.333710071,0.126996505,0.321040741,36.87132963,50.77115631,0.093018519,0.289740543,16.96398926,96.7,98.9,58.5,30.2,24.0,58.0,37.2,91.7,98.1,100.0,100.0,96.8,99.7,100.0,100.0,50.1,57.5,65.2,69.9,28.2,27.1,31.0,38.1,20.9,27.0,15.8,24.5,44.3,61.8,51.0,70.4,27.3,36.8,43.7,49.5,,,
540,"beefsteak, raw ","Rindersteak, roh ",1,2,2,5,20,3,1,111,2,300,60,9,3,333,0.559840258,0.219136476,0.221023266,0.516651852,69.50912963,50.40348434,0.094018519,0.181976544,18.06092453,89.4,94.4,36.7,24.0,27.8,38.7,18.3,84.6,88.1,200.0,98.2,85.1,97.3,200.0,100.0,43.9,47.4,,4.9,33.1,23.9,,12.9,27.2,28.0,,28.1,50.0,48.3,,4.4,34.0,16.9,,1.6,,,
541,"chicken, raw","Hühnchen, roh",1,1,2,5,21,2,0,109,4,520,109.2,10.4,0,566.8,0.40182406,0.330064862,0.268111078,0.352707407,29.33209259,56.0799942,0.116925926,0.331509697,16.1865139,69.1,85.1,42.5,25.9,42.4,36.6,20.3,63.2,77.6,37.5,65.1,85.2,90.7,37.5,84.8,53.6,46.5,22.0,24.4,31.4,26.8,21.1,18.2,44.6,42.1,30.0,43.6,46.2,45.9,13.6,8.1,32.2,23.0,10.0,1.4,,,
542,avocado,Avocado,1,1,1,2,1.9,23.5,0.4,217,1,250,4.75,58.75,1,542.5,0.370141269,0.348126546,0.281732185,0.340225926,36.89247037,65.37231445,0.071425926,0.209936752,16.49425125,96.0,93.0,55.7,30.1,31.5,53.5,33.1,97.4,92.9,100.0,100.0,77.9,98.2,100.0,100.0,54.6,53.2,54.0,63.0,28.0,29.5,27.8,34.6,24.6,33.1,45.8,34.1,54.6,51.3,41.0,59.2,38.1,32.7,14.8,30.9,,,
543,"grapes, white","Weintrauben, weiß",1,1,1,1,0.7,0.3,15.6,71,120,500,3.5,1.5,78,355,0.398078718,0.444624152,0.157297131,0.326985185,27.78677037,23.6157341,0.093925926,0.287248261,14.96634579,100.0,100.0,67.0,43.2,23.7,75.0,55.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62.7,70.1,59.0,67.2,35.6,48.0,30.0,44.5,15.9,25.0,35.7,23.4,74.7,74.8,67.3,78.7,64.4,57.3,13.3,59.0,,,
544,"beefsteak, raw ","Steak, roh ",1,2,2,5,19.6,6,0.1,174,1,150,29.4,9,0.15,261,0.599259213,0.224981723,0.175759065,0.289177778,33.37548889,40.33294678,0.043796296,0.151451113,15.22748375,96.5,97.0,39.2,27.9,28.2,37.1,27.5,98.5,99.0,50.0,100.0,100.0,99.2,50.0,100.0,47.1,49.1,6.0,11.0,38.1,25.5,1.0,25.9,18.3,27.4,71.5,33.3,52.7,43.4,1.0,6.5,47.9,27.3,1.0,3.5,,,
545,shrimp,Shrimp,1,2,2,4,18.9,1.51,0.78,93,1,5,0.945,0.0755,0.039,4.65,0.48543249,0.316116364,0.198451147,0.341851852,22.47061481,29.7451725,0.0585,0.171126761,14.86858463,96.8,98.7,50.5,35.4,28.4,53.6,33.4,95.5,97.3,100.0,96.4,95.5,99.8,100.0,100.0,62.8,55.8,35.5,20.4,51.8,34.9,14.5,17.0,21.5,28.4,41.0,35.4,67.4,57.6,38.0,24.6,39.8,39.7,32.5,5.4,,,
546,"chicken, roasted","Hähnchen, gegrillt",1,2,2,5,27.9,13.4,0,233,1,500,139.5,67,0,1165,0.558636342,0.298182118,0.14318154,0.4695,50.8948037,43.68525696,0.111944444,0.238433322,17.29841042,95.3,100.0,40.3,29.2,32.0,50.5,27.5,100.0,94.8,100.0,87.5,100.0,100.0,100.0,100.0,53.4,46.6,1.0,6.3,35.8,28.9,54.0,15.3,33.9,33.5,41.0,24.0,59.6,58.3,78.0,11.5,41.3,28.2,11.0,3.6,,,
547,hot dog,Hot Dog,1,2,2,5,21.5,20,51.5,472,1,112.5,24.1875,22.5,57.9375,531,0.543033189,0.303619963,0.153346848,0.390207407,37.08542222,41.41422653,0.052888889,0.135540453,15.06353188,98.2,99.6,36.8,30.7,26.0,43.3,25.6,98.7,98.9,100.0,95.4,98.7,100.0,100.0,100.0,47.5,44.5,16.5,10.6,42.2,32.0,4.5,17.5,23.2,35.2,19.5,13.1,61.7,50.8,17.0,7.4,39.5,30.1,1.0,1.9,,,
548,cooked ham,Kochschinken,1,2,2,5,19,3,1,107,1,400,76,12,4,428,0.535208998,0.287764369,0.177026633,0.44262963,42.25665926,20.91482353,0.026240741,0.059283742,15.59062481,97.3,97.1,34.8,21.2,22.5,39.5,20.7,97.7,97.2,100.0,95.8,90.9,99.8,100.0,97.9,42.2,44.0,18.5,9.2,22.7,23.8,21.5,12.9,21.3,25.4,22.8,17.1,57.6,47.2,15.0,5.4,27.3,27.5,2.0,2.7,,,
